id,name,latitude,longitude,district
3712,W 35 St & Dyer Ave,40.754691750226,-73.9974018931389,10
3494,E 115 St & Lexington Ave,40.797911,-73.9423,23
349,Rivington St & Ridge St,40.71850211,-73.98329859,7
3705,Thompson St & Bleecker St,40.728400594508294,-73.9996878057718,6
3841,Menahan St & Central Ave,40.69543,-73.9196,83
485,W 37 St & 5 Ave,40.75038009,-73.98338988,14
3293,W 92 St & Broadway,40.7921,-73.9739,24
3145,E 84 St & Park Ave,40.77862688,-73.95772073,19
3795,10 St & 2 Ave,40.671907,-73.993612,78
4035,Broadway & W 153 St,40.831327,-73.946665,30
389,Broadway & Berry St,40.71044554,-73.96525063,90
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,90
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,13
3531,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,32
229,Great Jones St,40.72743423,-73.99379025,9
4004,Edgecombe Ave & W 141 St,40.820681,-73.945144,32
458,11 Ave & W 27 St,40.751396,-74.00522600000001,10
3859,Lorimer St & Calyer St,40.72795,-73.95414,94
3925,E 138 St & Canal St W,40.812304,-73.929153,40
3246,Montague St & Clinton St,40.6942811413973,-73.9923003315926,84
3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,28
3798,W 40 St & 5 Ave,40.752269,-73.982079,14
3167,Amsterdam Ave & W 73 St,40.7796680900731,-73.9809304475784,20
3373,3 St & 3 Ave,40.675070500000004,-73.98775226,78
3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,20
3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,81
262,Washington Park,40.6917823,-73.97372990000001,88
82,St James Pl & Pearl St,40.71117416,-74.00016545,5
386,Centre St & Worth St,40.71494807,-74.00234482,5
2022,E 60 St & York Ave,40.759107,-73.959223,19
4093,Grand Concourse & E 161 St,40.827115,-73.92272,44
3134,3 Ave & E 62 St,40.76312584,-73.96526895,19
501,FDR Drive & E 35 St,40.744219,-73.97121214,17
3579,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,77
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,28
